"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L42686","ProcessorAssignmentStrategies$AbstractAssigner","org.neo4j.unsafe.impl.batchimport.staging.ProcessorAssignmentStrategies$AbstractAssigner","L42681","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\staging\ProcessorAssignmentStrategies.java","122","5","161","6","0","0","0","0","0","0","0","0","1","2","2","7","6","3","2","5","8","0","0.027027","1","0","0","2","0.027027","1","2","2","2","2","1","36","40","3","0","1","0","3","0","1","0","10","14","0","8","0","36","40","3","0","1","0","3","0","1","0","10","14","0","8","0","0","0","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L42740","ProcessorStepTest$MyProcessorStep","org.neo4j.unsafe.impl.batchimport.staging.ProcessorStepTest$MyProcessorStep","L42737","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\staging\ProcessorStepTest.java","65","5","88","6","0","0","0","0","0","0","0","0","2","0","0","3","5","1","1","2","5","0","0.136364","3","0","0","1","0.136364","3","4","4","0","0","1","19","24","27","0","1","0","3","0","0","0","40","4","2","19","1","19","24","27","0","1","0","3","0","0","0","40","4","2","19","1","0","0","14","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L42792","StageTest$ReceiveOrderAssertingStep","org.neo4j.unsafe.impl.batchimport.staging.StageTest$ReceiveOrderAssertingStep","L42768","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\staging\StageTest.java","100","5","138","6","0","0","0","0","0","0","0","0","2","1","1","5","5","1","1","4","7","0","0","0","0","0","2","0","0","4","4","0","0","1","35","39","29","0","3","0","3","0","1","0","40","10","2","20","1","35","39","29","0","3","0","3","0","1","0","40","10","2","20","1","0","0","14","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0"
"L42908","Stats$LongBasedStat","org.neo4j.unsafe.impl.batchimport.stats.Stats$LongBasedStat","L42905","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\stats\Stats.java","27","5","47","6","0","0","0","0","0","0","0","0","2","0","0","3","2","2","0","1","4","0","0","0","0","0","4","0","0","1","1","1","1","1","18","21","1","0","1","0","3","0","3","0","4","3","0","4","0","18","21","1","0","1","0","3","0","3","0","4","3","0","4","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L43021","BatchingIdGeneratorFactory$BatchingIdGenerator","org.neo4j.unsafe.impl.batchimport.store.BatchingIdGeneratorFactory$BatchingIdGenerator","L42998","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingIdGeneratorFactory.java","64","5","143","6","0","0","0","0","0","0","0","0","4","1","1","11","4","1","1","2","13","0","0.0142857","1","0","0","12","0.0142857","1","2","2","0","0","1","69","80","3","4","3","4","11","0","11","1","11","15","0","11","1","69","80","3","4","3","4","11","0","11","1","11","15","0","11","1","0","0","26","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L43186","BatchingPageCache$1","org.neo4j.unsafe.impl.batchimport.store.BatchingPageCache$1","L43079","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingPageCache.java","77","5","114","6","0","0","0","0","0","0","0","0","4","0","0","4","5","0","0","0","4","0","0.0833333","2","0","0","5","0.0526316","2","3","3","0","0","1","22","24","0","0","0","0","4","0","4","0","7","2","0","7","0","36","38","0","0","0","0","5","0","5","0","8","6","0","8","0","0","0","17","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L43212","BatchingPageCache$BatchingPagedFile","org.neo4j.unsafe.impl.batchimport.store.BatchingPageCache$BatchingPagedFile","L43079","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingPageCache.java","219","5","292","6","0","0","0","0","0","0","0","0","2","0","0","10","8","2","2","6","15","0","0.0454545","3","0","0","9","0.0454545","3","1","1","0","0","1","63","74","10","1","4","1","9","0","8","0","9","21","6","8","0","63","74","10","1","4","1","9","0","8","0","9","21","6","8","0","0","0","24","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","0","0","0","0"
"L43273","BatchingPageCache$BatchingPageCursor","org.neo4j.unsafe.impl.batchimport.store.BatchingPageCache$BatchingPageCursor","L43079","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingPageCache.java","294","5","595","6","0","0","0","0","0","0","0","0","4","2","2","49","4","3","9","3","43","0","0.0229008","6","0","0","32","0.0229008","6","1","1","2","2","1","256","302","12","15","10","15","40","0","31","1","40","75","2","31","1","256","302","12","15","10","15","40","0","31","1","40","75","2","31","1","0","0","94","2","2","0","0","0","0","0","0","1","0","0","0","0","0","2","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10","1","0","0","0","0","0"
"L43289","BatchingPageCache$ReadCursor","org.neo4j.unsafe.impl.batchimport.store.BatchingPageCache$ReadCursor","L43079","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingPageCache.java","597","5","615","6","0","0","0","0","0","0","0","0","2","0","0","3","3","1","1","2","5","0","0.0555556","1","0","0","1","0.0555556","1","2","2","0","0","1","17","19","12","15","0","0","3","0","0","0","41","3","2","31","1","17","19","12","15","0","0","3","0","0","0","41","3","2","31","1","0","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L43294","BatchingPageCache$WriteCursor","org.neo4j.unsafe.impl.batchimport.store.BatchingPageCache$WriteCursor","L43079","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingPageCache.java","617","5","647","6","0","0","0","0","0","0","0","0","2","1","1","5","5","1","1","6","9","0","0.0333333","1","0","0","1","0.0333333","1","2","2","0","0","1","29","31","12","15","0","0","3","0","0","0","41","8","2","31","1","29","31","12","15","0","0","3","0","0","0","41","8","2","31","1","0","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L43576","BatchingRecordAccess$BatchingRecordProxy<KEY extends Object, RECORD extends Object, ADDITIONAL extends Object>","org.neo4j.unsafe.impl.batchimport.store.BatchingRecordAccess$BatchingRecordProxy","L43524","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingRecordAccess.java","97","5","158","6","0","0","0","0","0","0","0","0","2","0","0","9","1","1","1","0","9","0","0","0","0","0","9","0","0","1","1","0","0","1","53","62","4","3","4","3","9","0","8","0","9","11","0","8","0","53","62","4","3","4","3","9","0","8","0","9","11","0","8","0","0","0","22","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L41231","BatchingTokenRepository$BatchingPropertyKeyTokenRepository","org.neo4j.unsafe.impl.batchimport.store.BatchingTokenRepository$BatchingPropertyKeyTokenRepository","L41470","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingTokenRepository.java","158","5","182","6","0","0","0","0","0","0","0","0","2","1","1","4","6","3","3","4","7","0","0","0","0","0","3","0","0","1","1","0","0","1","23","25","3","3","0","0","3","0","2","0","10","10","0","7","0","23","25","3","3","0","0","3","0","2","0","10","10","0","7","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40871","BatchingTokenRepository$BatchingLabelTokenRepository","org.neo4j.unsafe.impl.batchimport.store.BatchingTokenRepository$BatchingLabelTokenRepository","L41470","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingTokenRepository.java","184","5","196","6","0","0","0","0","0","0","0","0","1","0","0","2","4","3","3","2","4","0","0","0","0","0","2","0","0","1","1","0","0","1","12","13","3","3","0","0","2","0","1","0","9","2","0","6","0","12","13","3","3","0","0","2","0","1","0","9","2","0","6","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L43073","BatchingTokenRepository$BatchingRelationshipTypeTokenRepository","org.neo4j.unsafe.impl.batchimport.store.BatchingTokenRepository$BatchingRelationshipTypeTokenRepository","L41470","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\BatchingTokenRepository.java","198","5","210","6","0","0","0","0","0","0","0","0","1","0","0","2","4","1","1","2","4","0","0","0","0","0","2","0","0","1","1","0","0","1","12","13","3","3","0","0","2","0","1","0","9","2","0","6","0","12","13","3","3","0","0","2","0","1","0","9","2","0","6","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L43749","Funnel","org.neo4j.unsafe.impl.batchimport.store.io.Funnel","L43737","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\io\Funnel.java","29","1","46","2","0","0","0","0","0","0","0","0","1","0","0","2","4","1","1","2","4","0","0","0","0","0","3","0","0","1","1","0","0","1","16","18","2","0","2","0","2","0","2","0","2","3","0","2","0","16","18","2","0","2","0","2","0","2","0","2","3","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37493","IoMonitor","org.neo4j.unsafe.impl.batchimport.store.io.IoMonitor","L43737","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\io\IoMonitor.java","37","1","85","2","0","0","0","0","0","0","0","0","2","1","1","8","6","4","2","1","8","0.125","0.106383","5","5","1","7","0.106383","5","1","2","0","0","2","42","49","4","0","3","0","7","0","7","0","7","11","1","7","0","42","49","4","0","3","0","7","0","7","0","7","11","1","7","0","0","0","21","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","17","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0"
"L34639","IoQueue","org.neo4j.unsafe.impl.batchimport.store.io.IoQueue","L43737","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\io\IoQueue.java","34","1","112","2","0","0","0","0","0","0","0","0","1","2","2","12","10","3","6","10","19","0.111111","0.0547945","4","4","1","8","0.0547945","4","2","2","0","0","1","69","79","3","0","3","0","9","0","8","0","9","19","0","8","0","69","79","3","0","3","0","9","0","8","0","9","19","0","8","0","0","0","21","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L43788","JobMonitor","org.neo4j.unsafe.impl.batchimport.store.io.JobMonitor","L43737","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\io\JobMonitor.java","27","1","45","2","0","0","0","0","0","0","0","0","1","0","0","3","0","3","6","0","3","1","0.157895","3","3","1","0","0.157895","3","0","0","0","0","0","16","19","1","0","1","0","3","0","0","0","3","3","0","0","0","16","19","1","0","1","0","3","0","0","0","3","3","0","0","0","0","0","8","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L43766","WriteJob","org.neo4j.unsafe.impl.batchimport.store.io.WriteJob","L43737","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\io\WriteJob.java","31","1","50","2","0","0","0","0","0","0","0","0","1","0","0","2","2","3","2","1","3","0.5","0.142857","3","3","1","1","0.142857","3","0","0","0","0","0","18","20","4","0","4","0","2","0","1","0","2","5","0","1","0","18","20","4","0","4","0","2","0","1","0","2","5","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L43752","WriteQueue","org.neo4j.unsafe.impl.batchimport.store.io.WriteQueue","L43737","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\store\io\WriteQueue.java","36","1","82","2","0","0","0","0","0","0","0","0","1","2","2","6","4","3","5","4","8","0.333333","0.122449","6","6","1","2","0.122449","6","1","1","0","0","1","43","47","3","0","3","0","4","0","2","0","4","15","0","2","0","43","47","3","0","3","0","4","0","2","0","4","15","0","2","0","0","0","11","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L43876","IoQueueTest","org.neo4j.unsafe.impl.batchimport.store.io.IoQueueTest","L43737","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\store\io\IoQueueTest.java","47","1","126","2","0","0","0","0","0","0","0","0","1","0","0","4","9","0","0","6","10","0","0.121212","8","0","0","5","0.121212","8","0","0","0","0","0","58","80","4","0","4","0","4","0","4","0","4","33","0","4","0","58","80","4","0","4","0","4","0","4","0","4","33","0","4","0","0","0","11","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"L43892","WriteQueueTest","org.neo4j.unsafe.impl.batchimport.store.io.WriteQueueTest","L43737","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\store\io\WriteQueueTest.java","34","1","117","2","0","0","0","0","0","0","0","0","1","0","0","3","4","0","0","3","6","0","0.225352","16","0","0","4","0.225352","16","0","0","0","0","0","55","84","6","0","6","0","3","0","3","0","3","32","0","3","0","55","84","6","0","6","0","3","0","3","0","3","32","0","3","0","0","0","6","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0"
"L43995","SimplePoolTest$Item","org.neo4j.unsafe.impl.batchimport.store.SimplePoolTest$Item","L43987","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\store\SimplePoolTest.java","90","5","98","6","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","8","9","1","0","1","0","1","0","0","0","1","1","0","0","0","8","9","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L44133","Utils$1","org.neo4j.unsafe.impl.batchimport.Utils$1","L37910","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\Utils.java","105","9","131","10","0","0","0","0","0","0","0","0","2","0","0","2","4","0","0","1","3","0","0","0","0","0","3","0","0","2","2","0","0","1","15","15","0","0","0","0","2","0","2","0","2","3","0","2","0","26","27","4","0","0","0","4","0","3","0","12","5","1","11","0","0","0","20","0","1","0","0","0","0","0","0","2","0","0","0","0","0","1","14","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"L44161","WriterFactories$1","org.neo4j.unsafe.impl.batchimport.WriterFactories$1","L41030","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\WriterFactories.java","36","9","43","10","0","0","0","0","0","0","0","0","1","0","0","1","6","0","0","3","4","0","0","0","0","0","2","0","0","2","2","0","0","1","9","8","0","0","0","0","1","0","1","0","1","1","0","1","0","9","8","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L44173","CalculateDenseNodesStepTest$1","org.neo4j.unsafe.impl.batchimport.CalculateDenseNodesStepTest$1","L44169","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\CalculateDenseNodesStepTest.java","43","9","49","10","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L44223","ParallelizationCoordinatorTest$1","org.neo4j.unsafe.impl.batchimport.ParallelizationCoordinatorTest$1","L44197","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\ParallelizationCoordinatorTest.java","102","9","108","10","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L44229","ParallelizationCoordinatorTest$2","org.neo4j.unsafe.impl.batchimport.ParallelizationCoordinatorTest$2","L44201","L103","community\kernel\src\test\java\org\neo4j\unsafe\impl\batchimport\ParallelizationCoordinatorTest.java","114","9","121","10","1","2","2","2","1","1","8","8","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","9","8","0","0","0","0","1","0","1","0","1","2","0","1","0","9","8","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","15","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L34877","ParallelBatchImporterTest$2$1","org.neo4j.unsafe.impl.batchimport.ParallelBatchImporterTest$2$1","L34863","L103","community\consistency-check\src\test\java\org\neo4j\unsafe\impl\batchimport\ParallelBatchImporterTest.java","475","13","489","14","0","0","0","0","0","0","0","0","1","1","1","2","3","0","0","1","2","0","0.0625","1","0","0","2","0.0625","1","1","1","0","0","1","15","15","2","0","2","0","1","0","1","0","1","3","0","1","0","15","15","2","0","2","0","1","0","1","0","1","3","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35474","IdGenerators$FromInput","org.neo4j.unsafe.impl.batchimport.cache.idmapping.IdGenerators$FromInput","L35470","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\IdGenerators.java","39","5","64","6","0","0","0","0","0","0","0","0","2","1","1","4","1","1","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","22","26","1","0","1","0","2","0","2","0","2","7","0","2","0","22","26","1","0","1","0","2","0","2","0","2","7","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35526","IdMappers$ActualIdMapper","org.neo4j.unsafe.impl.batchimport.cache.idmapping.IdMappers$ActualIdMapper","L35523","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\IdMappers.java","42","5","76","6","0","0","0","0","0","0","0","0","6","0","0","6","6","1","0","0","6","0","0.0909091","3","0","0","7","0.0909091","3","2","2","0","0","1","30","35","0","0","0","0","6","0","6","0","6","3","0","6","0","30","35","0","0","0","0","6","0","6","0","6","3","0","6","0","0","0","16","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35593","DuplicateInputIdException","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.DuplicateInputIdException","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\DuplicateInputIdException.java","24","1","31","2","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","1","2","0","0","0","0","0","2","0","0","2","2","0","0","1","8","8","0","0","0","0","1","0","1","0","4","1","0","4","0","8","8","0","0","0","0","1","0","1","0","4","1","0","4","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35549","EncodingIdMapper","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.EncodingIdMapper","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\EncodingIdMapper.java","85","1","778","2","0","0","0","0","0","0","0","0","2","5","5","92","27","4","4","44","71","0.333333","0.213223","129","83","3","6","0.199413","136","2","2","0","0","1","476","615","22","0","22","0","27","1","8","1","27","242","1","8","1","546","694","26","0","26","0","34","1","12","1","34","268","1","12","1","0","2","92","3","40","0","2","0","0","0","0","2","0","5","5","5","0","34","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","11","1","0","0","1","0","0"
"L35658","IdGroup","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.IdGroup","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\IdGroup.java","27","1","66","2","0","0","0","0","0","0","0","0","1","0","0","7","1","1","7","3","9","0.5","0.128205","5","3","1","1","0.128205","5","0","0","0","0","0","34","40","4","0","4","0","6","0","1","1","6","8","0","1","1","34","40","4","0","4","0","6","0","1","1","6","8","0","1","1","0","0","15","0","6","0","0","0","0","0","0","0","0","0","4","0","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L35566","LongEncoder","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.LongEncoder","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\LongEncoder.java","28","1","50","2","0","0","0","0","0","0","0","0","2","0","0","3","1","4","0","0","3","0.333333","0.125","3","3","1","2","0.125","3","1","1","0","0","1","21","23","0","0","0","0","3","0","2","0","3","7","0","2","0","21","23","0","0","0","0","3","0","2","0","3","7","0","2","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35741","ParallelSort","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.ParallelSort","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\ParallelSort.java","40","1","373","2","0","0","0","0","0","0","0","0","1","3","3","29","12","4","3","20","26","0.333333","0.0637255","13","4","1","2","0.104101","33","0","0","0","0","0","191","227","10","0","10","0","6","1","2","0","6","113","1","2","0","284","334","20","0","20","0","16","1","8","0","16","145","1","8","0","0","0","51","3","6","0","0","0","0","0","0","1","0","1","4","1","0","2","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","0","0","0"
"L35645","Radix","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.Radix","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\Radix.java","33","1","141","2","0","0","0","0","0","0","0","0","2","0","0","4","2","12","5","1","5","0.2","0.142857","4","4","1","4","0.0408163","4","0","0","2","2","0","24","32","3","1","3","1","4","2","4","0","4","5","2","4","0","94","109","6","3","6","1","13","2","11","0","19","28","2","17","0","0","0","50","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","8","0","0","0","0","0","0"
"L35956","RadixCalculator","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.RadixCalculator","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\RadixCalculator.java","27","1","71","2","0","0","0","0","0","0","0","0","0","0","0","1","0","8","3","0","1","0.5","0.272727","3","3","1","1","0.209302","9","0","0","2","2","0","8","17","4","0","4","0","1","0","1","0","1","0","0","1","0","34","45","5","0","5","0","4","0","4","0","4","8","0","4","0","0","0","16","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L35777","SameGroupDetector","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.SameGroupDetector","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\SameGroupDetector.java","28","1","81","2","0","0","0","0","0","0","0","0","1","2","2","7","0","1","1","0","3","1","0.283019","15","10","1","0","0.283019","15","0","0","0","0","0","38","54","2","0","2","0","3","0","0","0","3","18","0","0","0","38","54","2","0","2","0","3","0","0","0","3","18","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35845","SourceInformation","org.neo4j.unsafe.impl.batchimport.cache.idmapping.string.SourceInformation","L35573","L103","community\kernel\src\main\java\org\neo4j\unsafe\impl\batchimport\cache\idmapping\string\SourceInformation.java","30","1","62","2","0","0","0","0","0","0","0","0","1","1","1","5","0","3","4","0","3","0.5","0.151515","5","4","1","1","0.151515","5","0","0","0","0","0","28","33","3","0","3","0","3","0","1","0","3","9","0","1","0","28","33","3","0","3","0","3","0","1","0","3","9","0","1","0","0","0","9","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
