@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L85382","0","0","0","0","0","0","0","0","1","7","3","21","11","4","4","13","21","0","0","0","0","0","4","0","0","2","5","2","2","2","88","95","2","0","0","0","8","0","3","0","48","38","0","36","0","88","95","2","0","0","0","8","0","3","0","48","38","0","36","0","0","0","25","0","7","0","0","0","0","0","0","0","0","3","5","2","0","2","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L85398","0","0","0","0","0","0","0","0","1","2","2","10","2","3","3","3","8","0","0","0","0","0","2","0","0","2","3","2","2","1","49","53","2","0","0","0","5","0","1","0","45","16","0","34","0","49","53","2","0","0","0","5","0","1","0","45","16","0","34","0","0","0","13","0","5","0","0","0","0","0","0","0","0","0","3","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L85470","0","0","0","0","0","0","0","0","2","0","0","4","2","2","3","2","6","0","0","0","0","0","3","0","0","3","4","0","0","1","24","28","3","0","1","0","4","0","2","0","46","5","0","34","0","24","28","3","0","1","0","4","0","2","0","46","5","0","34","0","0","0","12","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L85479","0","0","0","0","0","0","0","0","1","0","0","5","2","2","3","4","9","0","0","0","0","0","5","0","0","3","6","0","0","1","30","35","3","0","1","0","5","0","4","0","49","7","0","36","0","30","35","3","0","1","0","5","0","4","0","49","7","0","36","0","0","0","14","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","false"
"L85244","0","0","0","0","0","0","0","0","1","7","3","21","11","6","8","13","21","0","0","0","0","0","4","0","0","2","5","4","4","2","88","95","2","0","0","0","8","0","3","0","48","38","0","36","0","88","95","2","0","0","0","8","0","3","0","48","38","0","36","0","0","0","25","0","7","0","0","0","0","0","0","0","0","3","5","2","0","2","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L85260","0","0","0","0","0","0","0","0","1","2","2","10","2","5","5","3","8","0","0","0","0","0","2","0","0","2","3","4","4","1","49","53","2","0","0","0","5","0","1","0","45","16","0","34","0","49","53","2","0","0","0","5","0","1","0","45","16","0","34","0","0","0","13","0","5","0","0","0","0","0","0","0","0","0","3","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L85515","0","0","0","0","0","0","0","0","2","0","0","4","2","1","1","2","6","0.333333","0.142857","4","4","1","2","0.142857","4","3","4","0","0","1","24","28","3","0","1","0","4","0","2","0","46","5","0","34","0","24","28","3","0","1","0","4","0","2","0","46","5","0","34","0","0","0","12","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L85524","0.0795287","1","8","2","0.0819113","0.097166","24","24","2","0","0","6","3","2","2","8","14","0","0.350877","20","12","0","3","0.0743494","20","3","4","0","0","1","37","58","4","0","1","0","6","0","2","0","50","10","0","35","0","249","293","13","0","10","0","37","9","3","0","90","58","9","45","0","0","20","139","0","2","0","0","0","0","9","0","10","0","1","1","0","0","1","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","22","0","0","0","0","0","false"
"L85342","0","0","0","0","0","0","0","0","2","2","2","11","2","4","10","5","12","0","0.107692","7","7","0","4","0.107692","7","2","3","2","2","1","58","72","3","0","1","0","7","0","3","0","46","16","0","34","0","58","72","3","0","1","0","7","0","3","0","46","16","0","34","0","0","0","16","2","2","0","0","0","0","0","0","1","0","0","1","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","false"
"L85700","0","0","0","0","0","0","0","0","1","0","0","3","2","2","3","3","6","0","0","0","0","0","2","0","0","3","4","0","0","1","17","19","3","0","0","0","3","0","1","0","47","3","0","34","0","17","19","3","0","0","0","3","0","1","0","47","3","0","34","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L85715","0","0","0","0","0","0","0","0","1","0","0","5","2","1","1","4","9","0","0","0","0","0","5","0","0","3","6","0","0","1","30","35","3","0","1","0","5","0","4","0","49","7","0","36","0","30","35","3","0","1","0","5","0","4","0","49","7","0","36","0","0","0","14","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","false"
"L85726","0","0","0","0","0","0","0","0","2","0","0","4","2","2","3","2","6","0","0","0","0","0","3","0","0","3","4","0","0","1","24","28","3","0","1","0","4","0","2","0","46","5","0","34","0","24","28","3","0","1","0","4","0","2","0","46","5","0","34","0","0","0","12","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L85735","0","0","0","0","0","0","0","0","4","1","1","12","3","1","1","2","11","0","0","0","0","0","9","0","0","1","1","0","0","1","62","71","3","0","2","0","9","0","8","0","36","17","0","33","0","62","71","3","0","2","0","9","0","8","0","36","17","0","33","0","0","1","22","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L26961","0","0","0","0","0","0","0","0","23","0","0","34","25","76","180","22","56","0.030303","0.00819672","1","1","1","32","0.00819672","1","0","0","2","27","0","121","157","1","0","1","0","34","0","32","0","34","27","0","32","0","121","157","1","0","1","0","34","0","32","0","34","27","0","32","0","0","0","77","0","11","0","0","0","0","0","0","1","0","0","1","1","0","9","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","false"
"L85902","0.761269","6","54","12","0.666667","0.690647","96","96","1","2","2","33","2","2","3","18","21","0","0.00704225","1","0","0","1","0.00704225","1","0","0","0","0","0","141","144","0","0","0","0","3","0","0","0","3","65","0","0","0","141","144","0","0","0","0","3","0","0","0","3","65","0","0","0","0","0","32","0","4","0","0","0","0","20","0","0","0","1","1","1","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L85934","0","0","0","0","0","0","0","0","1","0","0","3","2","3","5","0","3","0","0","0","0","0","4","0","0","1","1","0","0","1","18","21","1","0","1","0","3","0","3","0","3","3","0","3","0","18","21","1","0","1","0","3","0","3","0","3","3","0","3","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L85897","0","0","0","0","0","0","0","0","1","0","0","5","2","1","1","4","9","0","0","0","0","0","5","0","0","3","6","0","0","1","30","35","3","0","1","0","5","0","4","0","49","7","0","36","0","30","35","3","0","1","0","5","0","4","0","49","7","0","36","0","0","0","14","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","false"
"L85820","0","0","0","0","0","0","0","0","2","0","0","4","2","2","3","2","6","0.333333","0.142857","4","4","1","2","0.142857","4","3","4","0","0","1","24","28","3","0","1","0","4","0","2","0","46","5","0","34","0","24","28","3","0","1","0","4","0","2","0","46","5","0","34","0","0","0","12","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L85298","0","0","0","0","0","0","0","0","1","5","4","18","3","4","4","5","13","0","0","0","0","0","4","0","0","2","3","0","0","1","80","88","3","0","1","0","8","0","3","0","46","33","0","34","0","80","88","3","0","1","0","8","0","3","0","46","33","0","34","0","0","0","21","1","10","0","0","0","0","0","0","0","0","2","5","0","0","4","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","false"
"L85320","0","0","0","0","0","0","0","0","1","1","1","13","3","4","5","4","11","0","0","0","0","0","4","0","0","2","3","0","0","1","58","65","3","0","1","0","7","0","3","0","45","20","0","34","0","58","65","3","0","1","0","7","0","3","0","45","20","0","34","0","0","0","17","0","6","0","0","0","0","0","0","0","0","0","3","0","0","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L85986","0","0","0","0","0","0","0","0","1","2","2","36","4","0","0","5","19","0","0.0629921","8","0","0","12","0.0588235","8","0","0","0","0","0","119","142","1","0","1","0","14","1","11","0","14","32","1","11","0","128","152","2","0","2","0","15","1","12","0","15","35","1","12","0","0","0","39","22","6","0","0","0","0","0","0","0","0","1","0","0","0","1","34","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","1","0","4","0","1","12","0","0","false"
"L86022","0","0","0","0","0","0","0","0","2","3","3","44","3","0","0","5","32","0.0454545","0.0202429","5","1","1","21","0.0202429","5","0","0","0","0","0","242","275","1","0","1","0","27","0","21","0","27","84","0","21","0","242","275","1","0","1","0","27","0","21","0","27","84","0","21","0","0","0","61","21","55","0","0","0","0","0","0","1","0","1","1","0","0","41","57","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","2","0","0","20","0","0","false"
"L86066","0","0","0","0","0","0","0","0","5","0","0","25","15","0","0","16","41","0","0.0594059","12","0","0","26","0.043956","12","0","0","0","0","0","190","234","1","0","1","0","25","0","25","0","25","26","0","25","0","261","313","4","1","4","1","32","0","27","0","32","50","0","27","0","0","0","81","0","10","0","0","0","0","0","0","1","0","0","6","2","0","3","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","false"
"L86575","0","0","0","0","0","0","0","0","3","1","1","13","4","4","2","1","12","0.666667","0.321839","28","28","4","2","0.224","28","1","1","1","1","1","59","81","2","0","2","0","11","0","5","0","11","14","0","5","0","97","122","2","0","2","0","17","0","8","0","17","21","0","8","0","0","0","42","2","6","0","0","0","0","0","0","3","0","0","3","0","0","4","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L86892","0","0","0","0","0","0","0","0","1","1","1","2","2","0","0","3","4","0","0.176471","3","0","0","2","0.176471","3","0","0","0","0","0","14","19","0","0","0","0","1","0","1","0","1","5","0","1","0","14","19","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L86960","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","4","1","0","1","0","0","1","0","0","0","0","1","0","0","4","4","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","false"
"L87004","0","0","0","0","0","0","0","0","1","0","0","1","6","1","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","13","14","2","0","2","0","1","0","1","0","1","3","0","1","0","13","14","2","0","2","0","1","0","1","0","1","3","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L89877","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L89912","0","0","0","0","0","0","0","0","1","0","0","9","8","1","1","10","19","0","0","0","0","0","10","0","0","1","1","0","0","1","54","63","2","0","2","0","9","0","9","0","9","13","0","9","0","54","63","2","0","2","0","9","0","9","0","9","13","0","9","0","0","0","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L89937","0","0","0","0","0","0","0","0","1","0","0","6","13","2","1","7","13","0","0.025","1","0","0","7","0.025","1","3","3","0","0","1","39","45","6","7","2","4","6","0","6","0","18","8","2","16","0","39","45","6","7","2","4","6","0","6","0","18","8","2","16","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L89968","0","0","0","0","0","0","0","0","1","1","1","3","11","1","2","7","9","0","0","0","0","0","3","0","0","2","2","0","0","1","27","30","4","2","2","0","2","0","2","0","16","8","0","11","0","27","30","4","2","2","0","2","0","2","0","16","8","0","11","0","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L89844","0","0","0","0","0","0","0","0","1","1","1","7","13","1","4","7","12","0","0","0","0","0","3","0","0","3","3","0","0","1","29","34","3","4","2","0","5","0","2","0","27","10","0","15","4","29","34","3","4","2","0","5","0","2","0","27","10","0","15","4","0","0","14","0","7","0","0","4","0","0","0","0","0","0","3","1","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90056","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90094","1","2","4","2","1","1","7","7","1","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90102","1","2","4","2","1","1","7","7","1","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90109","1","1","2","1","1","1","7","7","1","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90368","0","0","0","0","0","0","0","0","1","0","0","5","1","2","2","0","5","0","0","0","0","0","6","0","0","1","1","9","9","1","26","32","2","1","2","1","5","0","5","1","5","8","0","5","1","26","32","2","1","2","1","5","0","5","1","5","8","0","5","1","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90387","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","1","3","0","0","0","0","0","3","0","0","2","2","0","0","1","13","16","3","1","1","0","2","0","2","1","6","3","0","6","1","13","16","3","1","1","0","2","0","2","1","6","3","0","6","1","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90400","0","0","0","0","0","0","0","0","1","0","0","5","1","0","0","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","31","36","4","1","4","1","4","0","4","0","4","8","0","4","0","31","36","4","1","4","1","4","0","4","0","4","8","0","4","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90585","0","0","0","0","0","0","0","0","1","3","3","5","1","0","0","1","3","1","0.580645","18","18","3","0","0.580645","18","0","0","0","0","0","13","27","0","0","0","0","2","0","2","0","2","6","0","2","0","13","27","0","0","0","0","2","0","2","0","2","6","0","2","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90757","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","6","1","0","1","0","0","0","0","0","0","0","0","0","0","13","13","1","0","1","0","1","0","1","0","1","2","0","1","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","false"
"L90781","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","7","8","2","0","2","0","0","2","0","0","0","0","2","0","0","18","19","3","0","2","0","0","2","0","0","3","0","2","3","0","0","1","10","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","false"
"L90797","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","5","7","2","0","2","0","0","2","0","0","0","0","2","0","0","5","7","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L90801","0","0","0","0","0","0","0","0","1","1","1","2","2","1","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","13","14","1","0","1","0","1","0","1","0","1","3","0","1","0","13","14","1","0","1","0","1","0","1","0","1","3","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90840","0","0","0","0","0","0","0","0","2","2","2","5","3","1","1","4","7","0.25","0.15","6","4","1","3","0.15","6","1","1","0","0","1","34","42","3","0","3","0","3","0","3","0","3","11","0","3","0","34","42","3","0","3","0","3","0","3","0","3","11","0","3","0","0","0","10","1","2","0","0","0","0","0","0","1","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L91005","1","1","3","1","1","1","23","22","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","8","0","0","0","0","1","0","1","0","1","1","0","1","0","23","23","4","0","2","0","2","0","1","0","6","7","0","5","0","0","0","33","0","4","0","0","2","0","23","0","0","0","0","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L91021","1","1","3","1","1","1","22","21","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","8","0","0","0","0","1","0","1","0","1","1","0","1","0","22","22","4","0","2","0","2","0","1","0","6","5","0","5","0","0","0","33","0","2","0","0","0","0","23","0","0","0","0","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L91034","1","1","3","1","1","1","23","22","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","8","0","0","0","0","1","0","1","0","1","1","0","1","0","23","23","4","0","2","0","2","0","1","0","6","7","0","5","0","0","0","33","0","4","0","0","2","0","23","0","0","0","0","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L91047","1","1","3","1","1","1","22","21","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","8","0","0","0","0","1","0","1","0","1","1","0","1","0","22","22","4","0","2","0","2","0","1","0","6","5","0","5","0","0","0","33","0","2","0","0","0","0","23","0","0","0","0","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L91064","0","0","0","0","0","0","0","0","1","1","1","4","4","0","0","1","2","0","0","0","0","0","1","0","0","1","1","0","0","1","16","16","4","0","2","0","1","0","0","0","5","6","0","4","0","16","16","4","0","2","0","1","0","0","0","5","6","0","4","0","0","0","5","0","3","0","0","2","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L91131","0","0","0","0","0","0","0","0","1","0","0","2","1","1","1","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","13","15","1","0","1","0","2","0","2","0","2","2","0","2","0","13","15","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L91143","0","0","0","0","0","0","0","0","1","1","1","2","3","1","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","16","16","0","0","0","0","1","0","1","0","1","3","0","1","0","16","16","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L91136","0","0","0","0","0","0","0","0","1","0","0","2","1","1","1","0","2","0","0","0","0","0","3","0","0","3","3","0","0","1","13","15","1","0","1","0","2","0","2","0","2","2","0","2","0","13","15","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
